tagno,relative,age,sex,Illness,employment,salary,modeofpayment,Air quality,,,,
2019-G2-3-0257-03,2,47,2,,2,,,21,,,,
2019-G2-3-0052-02,1,28,2,,2,,,21,,,,
2019-UW-1-0298,5,25,1,,2,,,21,,,,
2019-PAL3-3-0156-05,2,22,2,,,,,21,,,,
2019-PAL-1-0218-02,4,27,2,,1,4500,5,21,,,,
2019-PAL-1-0218-02,4,22,2,,3,,,21,,,,
2019-PAN-2-0227,2,45,1,,1,16000,22,21,,,,
2019-G2-3-0380-02,5,0,1,,,,,21,,,,
2019-G2-3-0380-02,5,2,1,,,,,21,,,,
2019-G2-3-0380-02,4,5,2,,,,,21,,,,
2019-G2-3-0380-02,1,39,1,,1,30000,26,21,,,,
2019-PAL-3-0050-02,2,45,1,,1,20000,5,21,,,,
2019-PAL-6-0411-02,6,34,1,,1,14000,5,21,,,,
2019-PAL-6-0411-02,6,38,2,,2,,,21,,,,
2019-PAL-6-0549-03,2,31,1,,1,13000,5,21,,,,
2019-PAL3-3-0067-02,5,0,1,,,,,21,,,,
2019-PAL4-6-0006,5,4,1,,2,,,21,,,,
2019-PAL4-6-0006,5,15,1,,1,10000,51,21,,,,
2019-PAL4-6-0006,4,8,2,,1,13000,5,21,,,,
2019-PAL4-6-0006,2,40,1,,1,14000,5,21,,,,
2019-PAL4-6-0007,4,11,2,,2,,,21,,,,
2019-PAL4-6-0007,4,14,2,,2,,,21,,,,
2019-PAL4-6-0007,2,39,1,,1,14000,5,21,,,,
2019-UW-6-0058-02,1,42,2,,2,,,21,,,,
2019-UW-6-0080,1,43,2,,1,46800,15,21,,,,
2019-UW-6-0285-03,4,10,2,,,,,21,,,,
2019-UW-6-0285-03,1,33,1,,1,13000,5,21,,,,
2019-WC-3-0148-02,1,22,2,,2,,,21,,,,
2019-ISU-1-0544,13,22,2,,2,,,21,,,,
2019-G2-3-0286-02,1,38,2,,1,6000,22,21,,,,
2019-PAL-6-0495,1,47,1,,1,10000,23,21,,,,
2019-PAL-3-0017,3,73,2,,3,,,21,,,,
2019-G2-3-0402,2,53,2,,1,1500,27,21,,,,
2019-PAL3-3-0150-04,1,30,2,,1,9000,26,21,,,,
2019-PAL-4-0059-02,1,28,1,,1,10000,22,21,,,,
2019-PAL-4-0059-02,5,6,1,,,,,21,,,,
2019-PAL-4-0059-02,5,2,1,,,,,21,,,,
2019-PAL-6-0407-02,1,37,2,,1,10000,22,21,,,,
2019-ISU-1-0114-05,1,39,2,,2,,,21,,,,
2019-PAL-5-0189,5,12,1,,,,,21,,,,
2019-PAL-5-0189,4,15,2,,2,,,21,,,,
2019-PAL4-3-0039,8,46,2,,1,4000,26,21,,,,
2019-WC-4-0332,1,63,2,,3,,,21,,,,
2019-ISU-1-0064,5,12,1,,,,,21,,,,
2019-UW-1-0471-02,4,5,2,,1,15000,51,21,,,,
2019-UW-1-0471-02,5,7,1,,,,,21,,,,
2019-UW-1-0471-02,4,3,2,,,,,21,,,,
2019-PAL2-6-0062,1,47,2,,2,,,21,,,,
2019-G2-3-0436-04,5,5,1,,,,,21,,,,
2019-G2-3-0436-04,5,3,1,,,,,21,,,,
2019-ISG-4-0148,2,90,2,,1,4500,26,21,,,,
2019-ISG-6-0093-06,1,32,2,,2,,,21,,,,
2019-G2-3-0389,1,56,2,,1,9000,22,21,,,,
2019-ISG-4-0199-02,1,39,2,,2,,,21,,,,
2019-ISG-6-0017-02,1,34,2,,2,,,21,,,,
2019-PAL-3-0039-02,1,49,2,,2,,,21,,,,
2019-PAL-6-0399-02,5,9,1,,,,,21,,,,
2019-PAL-6-0399-02,4,3,2,,,,,21,,,,
2019-PAL-6-0399-02,5,6,1,,,,,21,,,,
2019-PAL-6-0399-02,1,39,1,,1,10640,5,21,,,,
2019-ISG-6-0080-03,2,39,1,,1,12000,5,21,,,,
2019-PAL-5-0144-02,1,29,2,,1,1500,22,21,,,,
2019-PAL-5-0144-02,5,10,1,,,,,21,,,,
2019-G2-3-0290-02,1,29,2,,1,13000,22,21,,,,
2019-PAL-6-0295,2,50,2,,1,24000,27,21,,,,
2019-G2-3-0304-02,4,5,2,,,,,21,,,,
2019-G2-3-0304-02,1,26,1,,1,20000,51,21,,,,
2019-UW-6-0031,13,53,2,,1,50000,5,21,,,,
2019-UW-6-0079,1,48,2,,2,,,21,,,,
2019-UW-6-0080,2,51,1,,1,70000,5,21,,,,
2019-UW-6-0080,5,21,1,,2,,,21,,,,
2019-UW-6-0080,5,19,1,,2,,,21,,,,
2019-PAL-3-0006-03,4,9,2,,,,,21,,,,
2019-PAL-3-0006-03,4,20,2,,1,13000,5,21,,,,
2019-WC-3-0054-03,2,44,2,,1,12000,5,21,,,,
2019-WC-3-0054-03,4,14,2,,,,,21,,,,
2019-WC-3-0054-03,5,17,1,,2,,,21,,,,
2019-WC-3-0054-04,2,19,1,,1,16000,5,21,,,,
2019-UW-1-0451-02,1,59,2,,2,,,21,,,,
2019-PAL3-3-0146,6,3,2,,,,,21,,,,
2019-PAL3-3-0146,6,14,2,,,,,21,,,,
2019-PAL3-3-0146-02,4,12,2,,,,,21,,,,
2019-PAL3-3-0146-02,4,3,2,,,,,21,,,,
2019-PAL3-3-0146-02,4,14,2,,1,15000,26,21,,,,
2019-PAL-1-0160,2,47,2,,2,,,21,,,,
2019-ISG-6-0062-02,5,1,1,,,,,21,,,,
2019-G2-3-0332-02,4,2,2,,,,,21,,,,
2019-G2-3-0332-02,5,14,1,,,,,21,,,,
2019-G2-3-0332-02,2,42,1,,1,14000,5,21,,,,
2019-UW-6-0023-02,2,49,1,,1,20000,5,21,,,,
2019-ISG-6-0062-02,2,39,1,,1,19000,5,21,,,,
2019-ISG-6-0011-02,5,24,1,,2,,,21,,,,
2019-ISU-1-0133-02,4,14,2,,,,,21,,,,
2019-PAL-1-0138,1,47,2,,1,20000,5,21,,,,
2019-PAL-6-0319-02,2,29,2,,2,,,21,,,,
2019-PAL-6-0319-02,3,33,2,,1,13000,5,21,,,,
2019-G2-3-0099,4,12,2,,,,,21,,,,
2019-G2-3-0099,5,6,1,,,,,21,,,,
2019-G2-3-0099,4,8,2,,,,,21,,,,
2019-G2-3-0099,4,13,2,,,,,21,,,,
2019-G2-3-0099,5,14,1,,,,,21,,,,
2019-G2-3-0099,4,20,2,,2,,,21,,,,
2019-G2-3-0099,4,21,2,,2,,,21,,,,
2019-G2-3-0099,1,44,1,,1,15000,5,21,,,,
2019-G2-3-0099,5,24,1,,1,13000,5,21,,,,
2019-WC-6-0040,1,33,2,,1,20000,26,21,,,,
2019-WC-6-0040,14,25,2,,3,,,21,,,,
2019-ISU-1-0066,4,19,2,,2,,,21,,,,
2019-ISU-1-0066,5,23,1,,2,,,21,,,,
2019-ISU-1-0066,1,52,1,,1,25000,5,21,,,,
2019-G2-3-0588-02,2,37,2,,3,,,21,,,,
2019-UW-6-0023-02,5,23,1,,2,,,21,,,,
2019-ISU-1-0129-02,4,7,2,,,,,21,,,,
2019-ISU-1-0129-02,2,37,1,,1,12000,22,21,,,,
2019-PAL-1-0138,2,48,1,,1,30000,52,21,,,,
2019-PAL-1-0138,5,20,1,,2,,,21,,,,
2019-PAL-1-0138,4,15,2,,2,,,21,,,,
2019-ISU-1-0493,1,48,2,,1,20000,26,21,,,,
2019-PAL3-3-0051,5,18,1,,2,,,21,,,,
2019-PAL3-3-0051,4,21,2,,2,,,21,,,,
2019-PAL3-3-0051,2,47,1,,1,13000,5,21,,,,
2019-PAL-1-0086-02,1,28,2,,2,,,21,,,,
2019-UW-6-0202,2,26,2,,1,15000,5,21,,,,
2019-WC-3-0117,1,35,2,,1,6000,26,21,,,,
2019-WC-6-0001,1,37,2,,2,,,21,,,,
2019-WC-6-0001-02,2,31,2,,2,,,21,,,,
2019-PAL-3-0103-02,1,30,2,,2,,,21,,,,
2019-PAL-3-0103-02,2,32,1,,1,14000,51,21,,,,
2019-UW-6-0002-02,1,44,2,,1,8000,22,21,,,,
2019-G2-3-0127,1,43,2,,1,10000,22,21,,,,
2019-PAL-6-0042-02,2,40,1,,1,15000,26,21,,,,
2019-PAL-6-0042-02,4,9,2,,,,,21,,,,
2019-ISU-1-0407,4,27,2,,2,,,21,,,,
2019-ISU-1-0407,5,23,1,,3,,,21,,,,
2019-PAL3-2-0042-02,1,31,1,,1,8000,22,21,,,,
2019-PAL3-2-0042-02,5,4,1,,,,,21,,,,
2019-PAL3-2-0042-02,5,3,1,,,,,21,,,,
2019-PAL3-3-0050-06,1,30,2,,1,14000,5,21,,,,
2019-UW-1-0082-02,13,25,1,,1,8000,22,21,,,,
2019-UW-1-0082-02,6,3,1,,,,,21,,,,
2019-PAL2-6-0053,2,73,1,,3,,,21,,,,
2019-PAL2-6-0053,4,41,2,,1,40000,5,21,,,,
2019-PAL-3-0088-05,4,2,2,,,,,21,,,,
2019-PAL-3-0088-05,1,27,1,,1,15000,51,21,,,,
2019-PAL-6-0045,4,12,2,,,,,21,,,,
2019-PAL2-1-0006-06,2,25,2,,1,30000,5,21,,,,
2019-UW-1-0179-03,2,73,2,,1,2500,11,21,,,,
2019-ISG-6-0016-05,4,10,2,,,,,21,,,,
2019-ISG-6-0016-05,5,13,1,,,,,21,,,,
2019-ISG-6-0016-05,2,41,1,,1,12000,51,21,,,,
2019-PAL-1-0161,1,42,2,,1,22000,26,21,,,,
2019-ISU-1-0211-02,1,25,2,,1,15000,5,21,,,,
2019-PAL-1-0253,1,51,2,,1,20000,5,21,,,,
2019-UW-1-0176,4,15,2,,2,,,21,,,,
2019-PAL-6-0105-02,1,35,2,,1,24000,26,21,,,,
2019-PAL-1-0258,4,28,2,,1,10000,8,21,,,,
2019-PAL4-3-0038,2,38,1,,1,20000,22,21,,,,
2019-PAL-1-0258,5,10,1,,,,,21,,,,
2019-G2-3-0486-02,5,3,1,,,,,21,,,,
2019-G2-3-0486-02,4,5,2,,,,,21,,,,
2019-G2-3-0486-02,2,40,1,,1,13000,5,21,,,,
2019-WC-4-0528-02,5,18,1,,2,,,21,,,,
2019-PAN-2-0114-02,2,51,2,,1,7500,51,21,,,,
2019-PAL3-3-0144-02,2,24,2,,2,,,21,,,,
2019-PAL-5-0560,2,71,2,,1,10000,26,21,,,,
2019-UW-1-0075,1,41,2,,1,20000,26,21,,,,
2019-G2-3-0414-02,2,27,2,,1,1500,22,21,,,,
2019-G2-3-0438-02,12,29,1,,1,16000,5,21,,,,
2019-PAL-6-0229-02,2,27,1,,,,,21,,,,
2019-PAL-6-0229-02,4,2,2,,2,,,21,,,,
2019-PAL-6-0229-02,5,6,1,,1,13000,5,21,,,,
2019-WC-4-0517-04,2,23,1,,,,,21,,,,
2019-WC-4-0245-04,2,34,1,,1,16000,5,21,,,,
2019-WC-4-0245-04,4,9,2,,,,,21,,,,
2019-WC-4-0245-04,5,2,1,,,,,21,,,,
2019-G2-3-0162-03,4,1,2,,,,,21,,,,
2019-G2-3-0162-03,1,22,1,,1,20000,5,21,,,,
2019-PAN-2-0432,1,45,1,,,,,21,,,,
2019-PAN-2-0432,4,13,2,,,,,21,,,,
2019-PAN-2-0432,4,15,2,,2,,,21,,,,
2019-PAL-6-0037-02,5,19,1,,2,,,21,,,,
2019-PAL-6-0037-02,5,13,1,,,,,21,,,,
2019-PAL-6-0037-02,5,10,1,,,,,21,,,,
2019-PAL-6-0037-02,2,49,1,,1,13000,5,21,,,,
2019-PAL-6-0046-02,1,31,2,,1,22000,5,21,,,,
2019-PAL-6-0467-03,1,24,2,,2,,,21,,,,
2019-PAL6-2-0017,1,40,2,,2,,,21,,,,
2019-PAL-4-0046,1,52,2,,1,14000,5,21,,,,
2019-PAL-6-0126-02,1,42,2,,1,2000,22,21,,,,
2019-WC-6-0005-02,2,42,1,,1,15000,22,21,,,,
2019-WC-6-0005-02,5,5,1,,,,,21,,,,
2019-WC-6-0005-02,5,8,1,,,,,21,,,,
2019-WC-6-0005-02,5,13,1,,,,,21,,,,
2019-PAL-6-0325-02,1,32,2,,2,,,21,,,,
2019-PAL-5-0829,1,42,2,,1,6000,22,21,,,,
2019-PAL-5-0568-03,2,35,1,,1,14000,51,21,,,,
2019-PAL-5-0568-03,4,6,2,,,,,21,,,,
2019-WC-3-0054-05,1,35,2,,1,12000,5,21,,,,
2019-WC-3-0054-05,13,59,2,,2,,,21,,,,
2019-WC-3-0054-05,7,25,1,,1,12000,5,21,,,,
2019-PAL-5-0087-02,2,28,2,,1,21000,5,21,,,,
2019-UW-1-0079-02,2,40,1,,1,13000,5,21,,,,
2019-G2-3-0542-02,2,26,2,,1,13000,51,21,,,,
2019-G2-3-0500-03,5,14,1,,,,,21,,,,
2019-G2-3-0500-03,2,55,1,,1,6000,5,21,,,,
2019-ISG-1-0071-03,5,4,1,,1,12000,51,21,,,,
2019-WC-3-0116-02,1,27,2,,1,20000,5,21,,,,
2019-PAL-5-0856-02,4,2,2,,,,,21,,,,
2019-WC-3-0082,2,78,1,,3,,,21,,,,
2019-PAL-6-0241-02,4,5,2,,,,,21,,,,
2019-PAL-6-0241-02,5,1,1,,,,,21,,,,
2019-PAL-6-0241-02,2,34,1,,1,14000,5,21,,,,
2019-UW-1-0016,1,47,2,,2,,,21,,,,
2019-PAL-5-0083-02,1,50,2,,2,,,21,,,,
2019-G2-3-0518-02,2,29,1,,1,20000,5,21,,,,
2019-G2-3-0518-02,5,0,1,,,,,21,,,,
2019-PAL-1-0114,4,19,2,,2,,,21,,,,
2019-PAL-1-0114,1,47,1,,1,12000,5,21,,,,
2019-ISG-2-0313-04,4,5,2,,1,15000,5,21,,,,
2019-G2-3-0060,2,41,2,,1,500,50,21,,,,
2019-G2-3-0069,5,24,1,,2,,,21,,,,
2019-G2-3-0069,2,50,1,,1,8400,22,21,,,,
2019-G2-3-0069,4,18,2,,2,,,21,,,,
2019-G2-3-0517-06,5,9,1,,,,,21,,,,
2019-G2-3-0517-06,2,51,1,,1,20000,5,21,,,,
2019-PAL-6-0177-08,2,52,1,,1,15000,5,21,,,,
2019-G2-3-0068-02,1,37,2,,2,,,21,,,,
2019-G2-3-0068-02,5,13,1,,,,,21,,,,
2019-ISG-2-0045,2,51,1,,1,15000,22,21,,,,
2019-G2-3-0094-02,4,1,2,,,,,21,,,,
2019-G2-3-0094-02,2,29,1,,1,12000,5,21,,,,
2019-PAL-1-0153-02,5,16,1,,2,,,21,,,,
2019-PAL-1-0153-02,4,17,2,,2,,,21,,,,
2019-PAL-1-0153-02,4,9,2,,,,,21,,,,
2019-PAL-3-0009-04,1,24,2,,1,18000,5,21,,,,
2019-PAL-3-0010,4,18,2,,2,,,21,,,,
2019-PAL-3-0010,1,50,1,,1,10000,23,21,,,,
2019-G2-3-0582,1,43,2,,1,7000,22,21,,,,
2019-PAL3-3-0011-04,5,3,1,,,,,21,,,,
2019-PAL3-3-0011-04,2,43,1,,1,15000,5,21,,,,
2019-PAL-1-0275-02,1,43,1,,1,15000,5,21,,,,
2019-PAL-1-0275-02,5,11,1,,,,,21,,,,
2019-PAL-1-0275-02,4,11,2,,,,,21,,,,
2019-PAL-1-0275-02,4,5,2,,,,,21,,,,
2019-PAL-1-0275-02,4,9,2,,,,,21,,,,
2019-UW-6-0152-02,10,10,2,,,,,21,,,,
2019-UW-6-0152-02,9,13,1,,,,,21,,,,
2019-UW-6-0152-02,1,39,1,,1,13000,5,21,,,,
2019-ISG-2-0022-02,1,33,1,,1,12000,5,21,,,,
2019-PAL-6-0116-03,2,47,2,,1,15000,26,21,,,,
2019-ISU-1-0081-02,5,14,1,,,,,21,,,,
2019-ISU-1-0365-02,2,38,2,,2,,,21,,,,
2019-ISU-1-0368,5,35,1,,2,,,21,,,,
2019-ISU-1-0368,5,24,1,,2,,,21,,,,
2019-ISU-1-0365-03,5,11,1,,,,,21,,,,
2019-UW-1-0460,2,63,2,,1,30000,22,21,,,,
2019-PAL-3-0013,13,32,2,,1,12000,5,21,,,,
2019-PAL-6-0193-02,5,8,1,,2,,,21,,,,
2019-PAL-5-0156-04,1,25,2,,2,,,21,,,,
2019-UW-1-0069-03,5,13,1,,,,,21,,,,
2019-UW-1-0069-03,4,12,2,,,,,21,,,,
2019-UW-1-0069-03,4,11,2,,,,,21,,,,
2019-UW-1-0069-03,5,7,1,,,,,21,,,,
2019-UW-1-0069-03,2,47,1,,1,18000,22,21,,,,
2019-UW-1-0105-02,9,16,1,,2,,,21,,,,
2019-UW-1-0105-02,9,30,1,,2,,,21,,,,
2019-UW-1-0023-02,4,8,2,,,,,21,,,,
2019-UW-1-0023-02,5,1,1,,,,,21,,,,
2019-UW-1-0023-02,4,6,2,,,,,21,,,,
2019-UW-1-0082,2,53,2,,2,,,21,,,,
2019-G2-3-0419-02,4,11,2,,,,,21,,,,
2019-G2-3-0419-02,2,32,2,,1,12000,5,21,,,,
2019-UW-6-0060,5,23,1,,2,,,21,,,,
2019-UW-6-0060,6,6,1,,,,,21,,,,
2019-ISU-1-0054,2,51,1,,1,25000,26,21,,,,
2019-ISU-1-0054,4,20,2,,2,,,21,,,,
2019-G2-3-0149,4,13,2,,,,,21,,,,
2019-G2-3-0149,2,54,1,,1,1000,22,21,,,,
2019-G2-3-0150,1,45,2,,1,10000,22,21,,,,
2019-G2-3-0149,4,12,2,,,,,21,,,,
2019-G2-3-0633-04,1,49,2,,1,6000,22,21,,,,
2019-G2-3-0075-02,11,1,1,,,,,21,,,,
2019-G2-3-0075-02,2,21,1,,1,30000,5,21,,,,
2019-ISG-4-0196,1,55,2,,1,10000,26,21,,,,
2019-ISU-1-0402,4,25,2,,1,12000,5,21,,,,
2019-PAL-3-0040,4,22,2,,,,,21,,,,
2019-PAL-3-0040,2,54,1,,,,,21,,,,
2019-PAL-3-0076-02,1,46,2,,1,20000,22,21,,,,
2019-PAL-5-0072,5,10,1,,2,,,21,,,,
2019-PAL-5-0072,4,1,2,,1,50000,26,21,,,,
2019-PAL-5-0072,4,11,2,,2,,,21,,,,
2019-PAL-6-0281,6,25,2,,2,,,21,,,,
2019-PAL-6-0281,14,45,2,,1,30000,26,21,,,,
2019-PAL-6-0281,6,21,2,,1,14000,26,21,,,,
2019-PAL-6-0281,1,57,2,,3,,26,21,,,,
2019-PAL-6-0328,2,63,2,,1,13000,5,21,,,,
2019-PAL2-6-0028-02,1,43,2,,,,,21,,,,
2019-PAL2-6-0093,3,45,2,,1,30000,5,21,,,,
2019-PAL2-6-0093,1,48,2,,,,,21,,,,
2019-PAL3-4-0055-02,1,32,2,,2,,,21,,,,
2019-PAL3-4-0059,4,38,2,,1,18000,5,21,,,,
2019-PAN-2-0035,1,65,2,,1,2500,26,21,,,,
2019-PAN-2-0590-03,6,31,1,,1,14400,51,21,,,,
2019-UW-1-0017,6,1,2,,,,,21,,,,
2019-UW-1-0210,4,7,2,,,,,21,,,,
2019-UW-1-0210,4,11,2,,,,,21,,,,
2019-UW-1-0210,11,4,1,,,,,21,,,,
2019-UW-1-0210,1,46,1,,1,32000,26,21,,,,
2019-UW-6-0114-02,1,47,2,,2,,,21,,,,
2019-WC-4-0044,5,22,1,,1,20000,26,21,,,,
2019-WC-4-0044,5,25,1,,2,,,21,,,,
2019-WC-4-0044,5,19,1,,3,,,21,,,,
2019-ISG-6-0030-04,1,30,2,,2,,,21,,,,
2019-ISU-1-0133-02,5,4,1,,,,,21,,,,
2019-ISU-1-0402,5,29,1,,1,12000,5,21,,,,
2019-ISU-1-0402,4,19,2,,2,,,21,,,,
2019-ISU-1-0402,4,19,2,,1,12000,5,21,,,,
2019-PAL-3-0040,4,23,2,,2,,,21,,,,
2019-PAL-3-0040,4,24,2,,1,15000,5,21,,,,
2019-UW-6-0050,4,3,2,,,,,21,,,,
2019-UW-6-0050,1,51,1,,1,15000,15,21,,,,
2019-ISU-1-0550-02,2,37,2,,3,,,21,,,,
2019-UW-1-0424,2,63,1,,1,3500,26,21,,,,
2019-UW-1-0424,5,19,1,,2,,,21,,,,
2019-UW-1-0424,5,17,1,,2,,,21,,,,
2019-UW-1-0424-02,2,24,2,,2,,,21,,,,
2019-UW-1-0424,4,15,2,,2,,,21,,,,
2019-WC-6-0074-02,1,29,2,,1,24000,5,21,,,,
2019-WC-6-0074-02,5,8,1,,,,,21,,,,
2019-UW-6-0123-02,1,44,2,,2,,,21,,,,
2019-ISU-1-0480-02,1,39,2,,2,,,21,,,,
2019-PAL-6-0027-02,4,1,2,,,,,21,,,,
2019-PAL-6-0027-02,2,37,1,,1,22000,5,21,,,,
2019-PAL-6-0366-03,2,23,2,,2,,,21,,,,
2019-PAL-6-0187-03,1,27,2,,2,,,21,,,,
2019-ISG-4-0161-05,4,7,2,,1,25000,22,21,,,,
2019-UW-1-0010-02,2,27,1,,1,12000,5,21,,,,
2019-UW-1-0010-02,5,4,1,,,,,21,,,,
2019-UW-1-0010-02,5,6,1,,,,,21,,,,
2019-UW-6-0060,2,63,1,,1,7000,51,21,,,,
2019-PAL-6-0015-10,1,28,2,,2,,,21,,,,
2019-PAL-3-0076-03,6,21,2,,1,6500,5,21,,,,
2019-UW-6-0221-03,1,28,1,,1,14000,51,21,,,,
2019-UW-6-0221-03,5,4,1,,,,,21,,,,
2019-G2-3-0050-03,4,25,2,,2,,,21,,,,
2019-G2-3-0258-02,1,31,2,,2,,,21,,,,
2019-PAL-6-0321,1,35,2,,1,12000,22,21,,,,
2019-ISU-1-0431,6,18,2,,2,,,21,,,,
2019-G2-3-0596-04,4,7,2,,,,,21,,,,
2019-G2-3-0596-04,2,33,1,,1,14000,5,21,,,,
2019-ISG-6-0028,6,2,2,,,,,21,,,,
2019-ISG-6-0028,13,26,1,,1,13000,5,21,,,,
2019-PAL3-3-0045,4,24,2,,1,15000,5,21,,,,
2019-ISG-6-0028,6,1,1,,,,,21,,,,
2019-ISG-1-0127,4,7,2,,,,,21,,,,
2019-ISG-1-0127,5,5,1,,,,,21,,,,
2019-ISG-2-0054-02,2,33,1,,1,16000,5,21,,,,
2019-WC-6-0017-04,1,43,2,,1,19000,5,21,,,,
2019-PAL-6-0531-02,2,42,1,,1,15000,51,21,,,,
2019-PAL-6-0531-02,4,10,2,,,,,21,,,,
2019-PAL-6-0531-02,5,11,1,,,,,21,,,,
2019-ISU-1-0401-02,2,38,2,,1,16000,26,21,,,,
2019-ISU-1-0401-03,4,0,2,,,,,21,,,,
2019-ISU-1-0401-03,2,35,1,,1,70000,26,21,,,,
2019-PAL-3-0100-05,4,3,2,,,,,21,,,,
2019-PAL-3-0100-05,1,32,1,,1,10000,5,21,,,,
2019-WC-4-0093-06,2,34,1,,1,44000,11,21,,,,
2019-WC-4-0093-06,4,1,2,,,,,21,,,,
2019-WC-4-0093-06,4,5,2,,,,,21,,,,
2019-WC-4-0093-06,5,2,1,,,,,21,,,,
2019-ISG-4-0044,1,67,1,,1,28000,5,21,,,,
2019-PAL-6-0097-02,1,22,1,,1,20000,5,21,,,,
2019-UW-1-0299-02,1,30,1,,1,12000,5,21,,,,
2019-UW-1-0299-02,4,1,2,,,,,21,,,,
2019-PAL2-6-0096,1,55,2,,1,21000,51,21,,,,
2019-ISU-1-0077,3,34,2,,2,,,21,,,,
2019-ISU-1-0077,2,24,2,,1,15000,22,21,,,,
2019-G2-3-0636,2,41,2,,1,20000,22,21,,,,
2019-PAL-6-0151,2,60,1,,3,,,21,,,,
2019-PAL-6-0151,5,28,1,,1,20000,5,21,,,,
2019-PAL-6-0151,4,23,2,,1,20000,5,21,,,,
2019-PAL-6-0151,5,18,1,,2,,,21,,,,
2019-PAL-6-0151,4,19,2,,2,,,21,,,,
2019-PAL-6-0151-02,2,27,2,,1,30000,51,21,,,,
2019-UW-1-0206-02,2,39,1,,1,12000,5,21,,,,
2019-UW-1-0206-02,4,6,2,,,,,21,,,,
2019-UW-1-0207,2,37,1,,1,12000,5,21,,,,
2019-UW-1-0207,4,5,2,,,,,21,,,,
2019-PAL-6-0015-02,1,38,2,,2,,,21,,,,
2019-PAL3-3-0156-02,5,16,1,,2,,,21,,,,
2019-G2-3-0195,1,38,2,,1,2800,26,21,,,,
2019-PAL5-4-0015,1,40,2,,1,12000,5,21,,,,
2019-ISG-6-0069,4,18,2,,,,,21,,,,
2019-ISG-6-0069,5,12,1,,1,12000,26,21,,,,
2019-ISG-6-0069-05,2,25,2,,2,,,21,,,,
2019-G2-3-0275-05,2,39,1,,1,10000,5,21,,,,
2019-ISU-1-0387-02,1,39,2,,1,12000,5,21,,,,
2019-PAL-1-0191,4,2,2,,,,,21,,,,
2019-PAL-1-0191,5,4,1,,,,,21,,,,
2019-PAL-1-0191,2,30,1,,1,12000,51,21,,,,
2019-PAL-1-0185,4,6,2,,,,,21,,,,
2019-PAL-1-0185,5,10,1,,,,,21,,,,
2019-PAL-1-0185,2,37,1,,1,30000,22,21,,,,
2019-PAL-1-0197-02,2,45,2,,1,15000,22,21,,,,
2019-UW-1-0285-03,2,29,1,,1,14400,22,21,,,,
2019-UW-6-0138,4,9,2,,,,,21,,,,
2019-ISG-2-0305-02,1,29,2,,1,10000,26,21,,,,
2019-ISU-1-0491,6,9,1,,,,,21,,,,
2019-ISU-1-0491,1,40,2,,3,,22,21,,,,
2019-WC-6-0027-02,1,40,2,,2,,,21,,,,
2019-PAL-1-0188-02,5,12,1,,,,,21,,,,
2019-PAL-1-0188-02,4,15,2,,2,,,21,,,,
2019-PAL-1-0188-02,2,41,1,,1,14000,5,21,,,,
2019-G2-3-0050-02,1,32,2,,2,,,21,,,,
2019-UW-1-0223-04,1,23,2,,2,,,21,,,,
2019-ISG-4-0243,2,44,2,,2,,,21,,,,
2019-UW-1-0007,1,34,2,,2,,,21,,,,
2019-ISG-4-0095,5,23,1,,1,13000,22,21,,,,
2019-G2-3-0012,5,19,1,,2,,,21,,,,
2019-G2-3-0012,4,15,2,,2,,,21,,,,
2019-G2-3-0012,5,18,1,,2,,,21,,,,
2019-G2-3-0012,2,49,1,,1,24000,28,21,,,,
2019-PAL-4-0014-03,4,5,2,,,,,21,,,,
2019-PAL-6-0455-02,5,8,1,,,,,21,,,,
2019-PAL-6-0455-02,1,37,1,,1,13000,5,21,,,,
2019-PAN-6-0027-04,5,3,1,,,,,21,,,,
2019-PAN-6-0027-04,5,6,1,,,,,21,,,,
2019-PAN-6-0027-04,5,11,1,,,,,21,,,,
2019-ISU-1-0525,1,39,2,,1,20000,5,21,,,,
2019-PAL-5-0090-02,1,34,2,,2,,,21,,,,
2019-PAL-5-0461,5,1,1,,2,,,21,,,,
2019-PAL-5-0461,4,17,2,,,,,21,,,,
2019-PAL-5-0461,4,13,2,,1,30000,26,21,,,,
2019-G2-3-0610-02,2,40,1,,1,10000,22,21,,,,
2019-G2-3-0611-03,2,45,1,,1,14400,22,21,,,,
2019-G2-3-0611-03,5,9,1,,,,,21,,,,
2019-G2-3-0611-02,1,42,2,,1,10000,51,21,,,,
2019-G2-3-0611-03,5,3,1,,,,,21,,,,
2019-PAL4-6-0020-02,2,35,2,,2,,,21,,,,
2019-G2-3-0496-02,5,5,1,,,,,21,,,,
2019-G2-3-0496-02,4,10,2,,,,,21,,,,
2019-G2-3-0496-02,2,38,1,,1,13000,5,21,,,,
2019-ISU-1-0523-04,4,3,2,,,,,21,,,,
2019-ISU-1-0523-04,1,38,1,,1,20000,5,21,,,,
2019-PAL3-2-0058,4,9,2,,,,,21,,,,
2019-G2-3-0094-02,1,30,2,,2,,,21,,,,
2019-G2-3-0037-03,1,38,2,,2,,,21,,,,
2019-PAL-6-0407-02,4,15,2,,2,,,21,,,,
2019-PAL-6-0407-02,4,13,2,,,,,21,,,,
2019-PAL-6-0407-02,5,8,1,,,,,21,,,,
2019-PAL-6-0407-02,5,9,1,,,,,21,,,,
2019-PAL-6-0407-02,2,39,1,,1,16000,5,21,,,,
2019-PAL-1-0204,4,11,2,,,,,21,,,,
